id,file,setCode,number,promoGrouping,rarity,bordered_empirical,ok,reason,axis_x,sym_score,area,cx,cy,top_y,bot_y,left_x,right_x,bbox_cx,polarity,txt_ok,txt_reason,txt_top,txt_bot,txt_mid
4-112,images/4-112.jpg,4,112,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.211,2009.3035,1993.2572
4-113,images/4-113.jpg,4,113,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.1838,2009.1833,1993.1836
4-114,images/4-114.jpg,4,114,,Legendary,True,True,,733.572,0.9965,5479,733.6,1969.592,1924,2008,689,778,733.5,bright,True,,1977.7057,2009.0543,1993.38
4-115,images/4-115.jpg,4,115,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.9128,2009.1777,1993.0453
4-116,images/4-116.jpg,4,116,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.4788,2009.1446,1993.3117
4-117,images/4-117.jpg,4,117,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8644,2009.1776,1993.021
4-118,images/4-118.jpg,4,118,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2615,2009.1519,1993.2067
4-119,images/4-119.jpg,4,119,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.1737,2009.1642,1993.169
4-12,images/4-12.jpg,4,12,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.2528,2009.2942,1993.2735
4-120,images/4-120.jpg,4,120,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1939,2009.2838,1993.2388
4-121,images/4-121.jpg,4,121,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.212,2009.3004,1993.2562
4-122,images/4-122.jpg,4,122,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1267,2009.4073,1993.267
4-123,images/4-123.jpg,4,123,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.1012,2009.3218,1993.2115
4-124,images/4-124.jpg,4,124,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.506,2009.2095,1993.3578
4-125,images/4-125.jpg,4,125,,Legendary,True,True,,733.572,0.9965,5479,733.6,1969.592,1924,2008,689,778,733.5,bright,True,,1976.8887,2009.3173,1993.103
4-126,images/4-126.jpg,4,126,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.3443,2009.2924,1993.3183
4-127,images/4-127.jpg,4,127,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8534,2009.3118,1993.0826
4-128,images/4-128.jpg,4,128,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2098,2009.2884,1993.2491
4-129,images/4-129.jpg,4,129,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.1015,2009.3092,1993.2054
4-13,images/4-13.jpg,4,13,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2523,2009.162,1993.2071
4-130,images/4-130.jpg,4,130,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1835,2009.1602,1993.1719
4-131,images/4-131.jpg,4,131,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.1933,2009.1778,1993.1855
4-132,images/4-132.jpg,4,132,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.103,2009.3221,1993.2126
4-133,images/4-133.jpg,4,133,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1104,2009.1991,1993.1548
4-134,images/4-134.jpg,4,134,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.5581,2009.0476,1993.3029
4-135,images/4-135.jpg,4,135,,Rare,True,True,,695.5,0.5813,1163,684.95,1890.911,1868,1906,645,714,679.5,dark,False,text-clipped,,,
4-136,images/4-136.jpg,4,136,,Common,True,True,,688.917,0.8392,5660,688.688,1927.599,1856,1990,653,713,683.0,dark,False,text-clipped,,,
4-137,images/4-137.jpg,4,137,,Common,True,True,,733.565,0.9884,4567,733.603,1968.033,1930,2005,696,771,733.5,bright,True,,1976.7809,2009.2395,1993.0102
4-138,images/4-138.jpg,4,138,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.2121,2009.1487,1993.1804
4-139,images/4-139.jpg,4,139,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.1048,2009.1831,1993.1439
4-14,images/4-14.jpg,4,14,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.8384,2009.0278,1993.4331
4-140,images/4-140.jpg,4,140,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.6269,2009.0226,1993.3247
4-141,images/4-141.jpg,4,141,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.6925,2009.0529,1993.3727
4-142,images/4-142.jpg,4,142,,Rare,True,True,,733.654,0.9918,4243,733.741,1979.765,1928,2007,686,782,734.0,bright,True,,1977.2473,2009.2457,1993.2465
4-143,images/4-143.jpg,4,143,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.5612,2009.0489,1993.305
4-144,images/4-144.jpg,4,144,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1978.3044,2008.5147,1993.4096
4-145,images/4-145.jpg,4,145,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.1899,2009.0481,1993.119
4-146,images/4-146.jpg,4,146,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.8816,2009.0213,1993.4515
4-147,images/4-147.jpg,4,147,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.023,2009.0498,1993.0364
4-148,images/4-148.jpg,4,148,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.5902,2009.0325,1993.3114
4-149,images/4-149.jpg,4,149,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.5487,2009.0296,1993.2891
4-15,images/4-15.jpg,4,15,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.9304,2009.1566,1993.0435
4-15-P3,images/4-15-P3.jpg,4,15,P3,Special,False,False,no-symmetry-peak,,0.7344,26092,721.741,1962.667,1883,2031,594,895,744.5,dark,True,,1976.6451,2009.1303,1992.8877
4-150,images/4-150.jpg,4,150,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.9305,2009.1563,1993.0434
4-151,images/4-151.jpg,4,151,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.9188,2009.1747,1993.0467
4-152,images/4-152.jpg,4,152,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8901,2009.3209,1993.1055
4-153,images/4-153.jpg,4,153,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8923,2009.1981,1993.0452
4-154,images/4-154.jpg,4,154,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2064,2009.0424,1993.1244
4-155,images/4-155.jpg,4,155,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.7687,2009.1947,1992.9817
4-156,images/4-156.jpg,4,156,,Legendary,True,True,,781.75,0.9566,13466,781.46,1880.388,1856,1907,631,913,772.0,bright,True,,1976.9939,2009.1603,1993.0771
4-157,images/4-157.jpg,4,157,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.7471,2009.177,1992.962
4-158,images/4-158.jpg,4,158,,Legendary,True,True,,733.572,0.9965,5479,733.6,1969.592,1924,2008,689,778,733.5,bright,True,,1976.9462,2009.1436,1993.0449
4-159,images/4-159.jpg,4,159,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8926,2009.1787,1993.0357
4-16,images/4-16.jpg,4,16,,Legendary,True,True,,733.572,0.9965,5479,733.6,1969.592,1924,2008,689,778,733.5,bright,True,,1977.5561,2009.1286,1993.3424
4-160,images/4-160.jpg,4,160,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.3931,2009.1366,1993.2648
4-161,images/4-161.jpg,4,161,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.4748,2009.1451,1993.3099
4-162,images/4-162.jpg,4,162,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.3301,2009.2979,1993.314
4-163,images/4-163.jpg,4,163,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.3369,2009.17,1993.2534
4-164,images/4-164.jpg,4,164,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.86,2009.025,1993.4425
4-165,images/4-165.jpg,4,165,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.9922,2009.1592,1993.0757
4-166,images/4-166.jpg,4,166,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.6463,2009.1289,1993.3876
4-167,images/4-167.jpg,4,167,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.9521,2009.1418,1993.0469
4-168,images/4-168.jpg,4,168,,Common,True,True,,733.565,0.9884,4567,733.603,1968.033,1930,2005,696,771,733.5,bright,True,,1977.1003,2009.187,1993.1436
4-169,images/4-169.jpg,4,169,,Rare,True,False,no-core-component,,,,,,,,,,,,False,no-text,,,
4-17,images/4-17.jpg,4,17,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1976.8835,2009.1489,1993.0162
4-170,images/4-170.jpg,4,170,,Common,True,True,,773.9,0.7548,16925,782.106,1888.951,1856,1938,623,913,768.0,bright,False,text-clipped,,,
4-171,images/4-171.jpg,4,171,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.8631,2009.1828,1993.0229
4-172,images/4-172.jpg,4,172,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.8659,2009.3025,1993.0842
4-173,images/4-173.jpg,4,173,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.857,2009.1829,1993.0199
4-174,images/4-174.jpg,4,174,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.0042,2009.0488,1993.0265
4-175,images/4-175.jpg,4,175,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1976.7452,2009.1794,1992.9623
4-176,images/4-176.jpg,4,176,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.9492,2009.144,1993.0466
4-177,images/4-177.jpg,4,177,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.7157,2009.1723,1992.944
4-178,images/4-178.jpg,4,178,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.884,2009.1617,1993.0228
4-179,images/4-179.jpg,4,179,,Legendary,True,True,,733.572,0.9965,5479,733.6,1969.592,1924,2008,689,778,733.5,bright,True,,1976.8564,2009.17,1993.0132
4-18,images/4-18.jpg,4,18,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.3229,2009.1336,1993.2282
4-180,images/4-180.jpg,4,180,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.2651,2009.1265,1993.1958
4-181,images/4-181.jpg,4,181,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.2638,2009.1506,1993.2072
4-182,images/4-182.jpg,4,182,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2143,2009.2864,1993.2503
4-183,images/4-183.jpg,4,183,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2151,2009.1516,1993.1833
4-184,images/4-184.jpg,4,184,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.5948,2009.0318,1993.3133
4-185,images/4-185.jpg,4,185,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.9472,2009.1453,1993.0463
4-186,images/4-186.jpg,4,186,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.4409,2009.1181,1993.2795
4-187,images/4-187.jpg,4,187,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8995,2009.1486,1993.024
4-188,images/4-188.jpg,4,188,,Common,True,True,,733.565,0.9884,4567,733.603,1968.033,1930,2005,696,771,733.5,bright,True,,1976.9589,2009.2172,1993.0881
4-189,images/4-189.jpg,4,189,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2017,2009.1353,1993.1685
4-19,images/4-19.jpg,4,19,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.2422,2009.1458,1993.194
4-190,images/4-190.jpg,4,190,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.1631,2009.1451,1993.1541
4-191,images/4-191.jpg,4,191,,Legendary,True,True,,741.75,0.7414,6380,732.199,1893.136,1865,1907,611,873,742.0,bright,True,,1977.1829,2009.1604,1993.1716
4-192,images/4-192.jpg,4,192,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.0977,2009.3097,1993.2037
4-193,images/4-193.jpg,4,193,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.0984,2009.1844,1993.1414
4-194,images/4-194.jpg,4,194,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.5538,2009.0275,1993.2907
4-195,images/4-195.jpg,4,195,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.8924,2009.1787,1993.0355
4-196,images/4-196.jpg,4,196,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.3372,2009.1448,1993.241
4-197,images/4-197.jpg,4,197,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1976.8618,2009.1592,1993.0105
4-198,images/4-198.jpg,4,198,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2097,2009.1289,1993.1693
4-199,images/4-199.jpg,4,199,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1002,2009.1629,1993.1316
4-2,images/4-2.jpg,4,2,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.31,2009.2898,1993.2999
4-20,images/4-20.jpg,4,20,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.2521,2009.2704,1993.2612
4-200,images/4-200.jpg,4,200,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1792,2009.2717,1993.2255
4-201,images/4-201.jpg,4,201,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2149,2009.2782,1993.2465
4-202,images/4-202.jpg,4,202,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.1297,2009.3903,1993.26
4-203,images/4-203.jpg,4,203,,Rare,True,True,,751.5,0.7168,24991,744.63,1904.677,1856,1990,587,913,750.0,bright,False,text-height-21.8,,,
4-204,images/4-204.jpg,4,204,,Common,True,True,,814.385,0.9241,13734,809.152,1890.866,1856,1938,680,913,796.5,bright,False,text-height-27.7,,,
4-205,images/4-205.jpg,4,205,,Enchanted,False,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1976.9179,2009.2984,1993.1082
4-206,images/4-206.jpg,4,206,,Enchanted,True,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.321,2009.2717,1993.2964
4-207,images/4-207.jpg,4,207,,Enchanted,True,True,,733.5,1.0,63360,733.5,1943.5,1856,2031,554,913,733.5,bright,True,,1976.8799,2009.2895,1993.0847
4-208,images/4-208.jpg,4,208,,Enchanted,True,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.2197,2009.2573,1993.2385
4-209,images/4-209.jpg,4,209,,Enchanted,False,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.1215,2009.2875,1993.2045
4-21,images/4-21.jpg,4,21,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.263,2009.2944,1993.2787
4-210,images/4-210.jpg,4,210,,Enchanted,True,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.2018,2009.284,1993.2429
4-211,images/4-211.jpg,4,211,,Enchanted,False,True,,733.538,0.9924,62881,734.769,1944.11,1856,2031,554,913,733.5,bright,True,,1977.2211,2009.3006,1993.2608
4-212,images/4-212.jpg,4,212,,Enchanted,False,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.1344,2009.4073,1993.2708
4-213,images/4-213.jpg,4,213,,Enchanted,False,True,,733.605,0.9439,59994,741.372,1947.021,1856,2031,554,913,733.5,bright,True,,1977.1144,2009.3201,1993.2172
4-214,images/4-214.jpg,4,214,,Enchanted,True,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.5181,2009.2082,1993.3631
4-215,images/4-215.jpg,4,215,,Enchanted,True,True,,733.53,0.9576,60783,739.047,1946.381,1856,2031,554,913,733.5,bright,True,,1976.8921,2009.3175,1993.1048
4-216,images/4-216.jpg,4,216,,Enchanted,True,False,no-core-component,,,,,,,,,,,,False,no-text,,,
4-217,images/4-217.jpg,4,217,,Enchanted,False,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1976.8566,2009.312,1993.0843
4-218,images/4-218.jpg,4,218,,Enchanted,False,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.2174,2009.2886,1993.253
4-219,images/4-219.jpg,4,219,,Enchanted,False,False,no-core-component,,,,,,,,,,,,False,text-clipped,,,
4-22,images/4-22.jpg,4,22,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.1945,2009.3951,1993.2948
4-220,images/4-220.jpg,4,220,,Enchanted,False,True,,733.738,0.9881,5625,733.809,1968.638,1923,2014,694,774,734.0,bright,True,,1977.1283,2009.3908,1993.2595
4-221,images/4-221.jpg,4,221,,Enchanted,False,True,,733.5,1.0,63360,733.5,1943.5,1856,2031,554,913,733.5,bright,True,,1977.1408,2009.4074,1993.2741
4-222,images/4-222.jpg,4,222,,Enchanted,True,False,no-core-component,,,,,,,,,,,,False,no-text,,,
4-223,images/4-223.jpg,4,223,,Legendary,True,True,,733.573,0.9908,5515,733.472,1969.592,1924,2008,689,779,734.0,bright,True,,1977.1327,2009.3985,1993.2656
4-224,images/4-224.jpg,4,224,,Legendary,True,True,,733.56,0.9919,5525,733.496,1970.568,1925,2009,689,779,734.0,bright,True,,1977.4268,2009.3184,1993.3726
4-225,images/4-225.jpg,4,225,,Rare,True,True,,733.63,0.992,4123,733.735,1980.138,1929,2007,686,782,734.0,bright,True,,1976.9115,2009.4002,1993.1559
4-23,images/4-23.jpg,4,23,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1908,2009.2997,1993.2453
4-24,images/4-24.jpg,4,24,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.6102,2009.1917,1993.401
4-25,images/4-25.jpg,4,25,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.9246,2009.2978,1993.1112
4-26,images/4-26.jpg,4,26,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.4262,2009.2721,1993.3492
4-27,images/4-27.jpg,4,27,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1976.8657,2009.3001,1993.0829
4-28,images/4-28.jpg,4,28,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.2604,2009.2735,1993.2669
4-29,images/4-29.jpg,4,29,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.1704,2009.2918,1993.2311
4-3,images/4-3.jpg,4,3,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.3088,2009.145,1993.2269
4-30,images/4-30.jpg,4,30,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.2415,2009.1418,1993.1917
4-31,images/4-31.jpg,4,31,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.2464,2009.1694,1993.2079
4-32,images/4-32.jpg,4,32,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.1733,2009.306,1993.2397
4-33,images/4-33.jpg,4,33,,Common,True,False,no-component,,,,,,,,,,,,False,text-clipped,,,
4-34,images/4-34.jpg,4,34,,Rare,True,False,no-component,,,,,,,,,,,,False,no-text,,,
4-34-P1,images/4-34-P1.jpg,4,34,P1,Special,True,True,,724.167,0.878,5286,727.472,1967.529,1925,2011,689,778,733.5,bright,True,,1976.9795,2008.7336,1992.8565
4-35,images/4-35.jpg,4,35,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1976.9175,2009.173,1993.0453
4-35-P1,images/4-35-P1.jpg,4,35,P1,Special,True,False,no-core-component,,,,,,,,,,,,False,text-height-24.7,,,
4-36,images/4-36.jpg,4,36,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.4075,2009.1455,1993.2765
4-36-P1,images/4-36-P1.jpg,4,36,P1,Special,True,True,,724.167,0.878,5286,727.472,1967.529,1925,2011,689,778,733.5,bright,True,,1976.9442,2009.0414,1992.9928
4-37,images/4-37.jpg,4,37,,Common,True,True,,733.565,0.9884,4567,733.603,1968.033,1930,2005,696,771,733.5,bright,True,,1976.7849,2009.2236,1993.0042
4-37-P1,images/4-37-P1.jpg,4,37,P1,Special,True,True,,724.167,0.878,5286,727.472,1967.529,1925,2011,689,778,733.5,bright,True,,1976.6673,2009.0867,1992.877
4-38,images/4-38.jpg,4,38,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.2526,2009.1388,1993.1957
4-38-P1,images/4-38-P1.jpg,4,38,P1,Special,False,True,,733.553,0.9807,62163,736.515,1944.964,1856,2031,554,913,733.5,bright,True,,1976.9261,2009.0079,1992.967
4-39,images/4-39.jpg,4,39,,Super Rare,True,True,,733.594,0.9928,3451,733.686,1966.898,1929,2007,694,773,733.5,bright,True,,1977.1545,2009.1652,1993.1599
4-4,images/4-4.jpg,4,4,,Legendary,True,True,,733.572,0.9965,5479,733.6,1969.592,1924,2008,689,778,733.5,bright,True,,1977.9927,2008.856,1993.4243
4-4-D23,images/4-4-D23.jpg,4,4,D23,Special,False,True,,733.5,1.0,63360,733.5,1943.5,1856,2031,554,913,733.5,bright,True,,1976.9159,2009.2998,1993.1079
4-40,images/4-40.jpg,4,40,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.6743,2009.0102,1993.3423
4-40-P1,images/4-40-P1.jpg,4,40,P1,Special,True,True,,724.125,0.8783,5499,727.594,1967.519,1924,2011,689,779,734.0,bright,True,,1976.9321,2008.9481,1992.9401
4-41,images/4-41.jpg,4,41,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.8188,2009.026,1993.4224
4-41-P3,images/4-41-P3.jpg,4,41,P3,Special,True,True,,733.594,0.9442,4086,734.163,1975.792,1920,2016,698,768,733.0,bright,True,,1976.8721,2009.0357,1992.9539
4-42,images/4-42.jpg,4,42,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.6065,2009.1881,1993.3973
4-43,images/4-43.jpg,4,43,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,True,,1977.6292,2009.0212,1993.3252
4-44,images/4-44.jpg,4,44,,Uncommon,True,True,,733.52,0.9987,5265,733.506,1968.218,1929,2008,695,772,733.5,bright,False,text-height-29.7,,,
4-45,images/4-45.jpg,4,45,,Rare,True,True,,733.66,0.9913,4132,733.773,1980.057,1928,2007,686,782,734.0,bright,True,,1977.282,2009.0188,1993.1504
4-46,images/4-46.jpg,4,46,,Common,True,True,,733.589,0.9848,4488,733.635,1968.047,1930,2005,696,771,733.5,bright,True,,1977.9879,2009.0009,1993.4944
